item_id,category,color,fabric,occasion,total_wear_count,current_cycle_wears,max_wears_before_wash,status,sustainability_score
SLW-2658,Blouse,Blue,Cotton,Casual,94,2,2,Dirty,37.33
SLW-2659,Saree,Green,Cotton,Casual,89,1,2,Clean,40.67
SLW-2660,Salwar,White,Cotton,Casual,91,2,2,Dirty,39.33
SLW-2661,Blouse,Red,Cotton,Casual,79,2,2,Dirty,47.33
SLW-2662,Jeans,Black,Denim,Casual,81,5,5,Dirty,73.0
SLW-2663,Jacket,Grey,Polyester,Casual,92,0,3,Clean,54.0
SLW-2664,Shorts,Blue,Cotton,Home,130,1,2,Clean,13.33
SLW-2665,Kurtha,White,Cotton,Religious,12,2,2,Dirty,92.0
SLW-2666,Kurti,Blue,Silk,Religious,9,2,4,Clean,88.75
SLW-2667,Jacket,Black,Polyester,Casual,93,2,3,Clean,53.5
SLW-2668,Batik Shirt,Red,Batik,Office,42,3,3,Dirty,58.0
SLW-2669,Dress,Red,Cotton,Casual,91,2,2,Dirty,39.33
SLW-2670,Shirt,Blue,Linen,Office,53,1,2,Clean,55.83
SLW-2671,Trouser,Black,Linen,Office,45,2,2,Dirty,62.5
SLW-2672,School Uniform,White,Cotton,Office,53,2,2,Dirty,64.67
SLW-2673,Saree,Gold,Silk,Religious,12,2,4,Clean,85.0
SLW-2674,School Uniform,Blue,Cotton,Office,46,0,2,Clean,69.33
SLW-2675,Salwar,Pink,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2676,Vest,White,Cotton,Home,122,2,2,Dirty,18.67
SLW-2677,Shirt,Grey,Cotton,Office,52,1,2,Clean,65.33
SLW-2678,Jacket,Grey,Polyester,Casual,77,3,3,Dirty,61.5
SLW-2679,Sarong,Blue,Batik,Casual,88,0,3,Clean,12.0
SLW-2680,Shirt,Pink,Linen,Office,48,1,2,Clean,60.0
SLW-2681,Jacket,Brown,Polyester,Casual,92,0,3,Clean,54.0
SLW-2682,Salwar,Blue,Cotton,Casual,85,2,2,Dirty,43.33
SLW-2683,Dress,Green,Cotton,Casual,85,2,2,Dirty,43.33
SLW-2684,Kurtha,Blue,Cotton,Religious,13,2,2,Dirty,91.33
SLW-2685,Kurtha,White,Cotton,Religious,12,0,2,Clean,92.0
SLW-2686,Jacket,Black,Denim,Casual,90,3,5,Clean,70.0
SLW-2687,Batik Shirt,Brown,Batik,Casual,91,3,3,Dirty,9.0
SLW-2688,T-Shirt,White,Polyester,Casual,77,0,3,Clean,61.5
SLW-2689,Saree,Red,Cotton,Casual,93,1,2,Clean,38.0
SLW-2690,Salwar,Green,Cotton,Casual,92,0,2,Clean,38.67
SLW-2691,Saree,Purple,Silk,Religious,10,1,4,Clean,87.5
SLW-2692,Trouser,Grey,Linen,Office,48,0,2,Clean,60.0
SLW-2693,Shorts,Blue,Cotton,Home,137,2,2,Dirty,8.67
SLW-2694,Dress,Yellow,Silk,Wedding,2,2,4,Clean,97.5
SLW-2695,Dress,Red,Cotton,Casual,90,2,2,Dirty,40.0
SLW-2696,T-Shirt,White,Polyester,Casual,98,1,3,Clean,51.0
SLW-2697,Sarong,Brown,Cotton,Home,146,0,2,Clean,2.67
SLW-2698,Trouser,Khaki,Linen,Office,42,1,2,Clean,65.0
SLW-2699,Kurti,Pink,Cotton,Casual,92,1,2,Clean,38.67
SLW-2700,Dress,Pink,Silk,Wedding,4,4,4,Dirty,95.0
SLW-2701,Blouse,Blue,Silk,Wedding,3,4,4,Dirty,96.25
SLW-2702,Dress,Pink,Cotton,Casual,95,1,2,Clean,36.67
SLW-2703,Saree,Gold,Silk,Religious,15,2,4,Clean,81.25
SLW-2704,Kurtha,White,Cotton,Religious,13,1,2,Clean,91.33
SLW-2705,Dress,Green,Silk,Wedding,3,2,4,Clean,96.25
SLW-2706,Vest,White,Cotton,Home,146,0,2,Clean,2.67
SLW-2707,Shirt,Pink,Linen,Office,50,1,2,Clean,58.33
SLW-2708,Saree,Gold,Cotton,Casual,88,2,2,Dirty,41.33
SLW-2709,Salwar,Blue,Cotton,Casual,85,2,2,Dirty,43.33
SLW-2710,Saree,Gold,Cotton,Casual,98,0,2,Clean,34.67
SLW-2711,Saree,Red,Cotton,Casual,82,0,2,Clean,45.33
SLW-2712,Sarong,Brown,Batik,Casual,98,2,3,Clean,2.0
SLW-2713,Saree,Blue,Silk,Religious,12,3,4,Clean,85.0
SLW-2714,Shirt,Blue,Linen,Office,41,0,2,Clean,65.83
SLW-2715,School Uniform,White,Cotton,Office,52,2,2,Dirty,65.33
SLW-2716,Trouser,Grey,Cotton,Casual,73,1,2,Clean,51.33
SLW-2717,Saree,Green,Silk,Religious,12,2,4,Clean,85.0
SLW-2718,School Uniform,Blue,Cotton,Office,55,0,2,Clean,63.33
SLW-2719,Batik Shirt,Multicolor,Batik,Office,46,0,3,Clean,54.0
SLW-2720,Leggings,Black,Polyester,Home,138,3,3,Dirty,31.0
SLW-2721,Dress,Blue,Cotton,Casual,101,1,2,Clean,32.67
SLW-2722,Sarong,Brown,Cotton,Home,133,2,2,Dirty,11.33
SLW-2723,Jacket,Grey,Polyester,Casual,80,2,3,Clean,60.0
SLW-2724,Dress,Pink,Silk,Wedding,4,2,4,Clean,95.0
SLW-2725,Trouser,Khaki,Cotton,Casual,101,0,2,Clean,32.67
SLW-2726,Shirt,White,Cotton,Office,50,2,2,Dirty,66.67
SLW-2727,Salwar,White,Silk,Wedding,3,3,4,Clean,96.25
SLW-2728,Saree,Red,Silk,Religious,14,4,4,Dirty,82.5
SLW-2729,T-Shirt,Red,Polyester,Casual,82,0,3,Clean,59.0
SLW-2730,Kurti,Yellow,Silk,Religious,11,1,4,Clean,86.25
SLW-2731,Shirt,Grey,Linen,Office,57,0,2,Clean,52.5
SLW-2732,Sarong,Brown,Batik,Casual,99,1,3,Clean,1.0
SLW-2733,Jacket,Grey,Polyester,Casual,91,1,3,Clean,54.5
SLW-2734,National Dress,White,Cotton,Religious,10,0,2,Clean,93.33
SLW-2735,School Uniform,White,Cotton,Office,61,1,2,Clean,59.33
SLW-2736,Jacket,Navy,Polyester,Casual,84,3,3,Dirty,58.0
SLW-2737,Dress,Pink,Silk,Wedding,2,2,4,Clean,97.5
SLW-2738,Kurti,Blue,Silk,Religious,12,4,4,Dirty,85.0
SLW-2739,Leggings,Grey,Polyester,Home,150,2,3,Clean,25.0
SLW-2740,Saree,Blue,Silk,Religious,13,3,4,Clean,83.75
SLW-2741,Jeans,Blue,Denim,Casual,90,2,5,Clean,70.0
SLW-2742,T-Shirt,Blue,Polyester,Casual,91,2,3,Clean,54.5
SLW-2743,T-Shirt,Grey,Polyester,Casual,88,3,3,Dirty,56.0
SLW-2744,Batik Shirt,Multicolor,Batik,Casual,91,1,3,Clean,9.0
SLW-2745,Salwar,Green,Silk,Wedding,1,3,4,Clean,98.75
SLW-2746,T-Shirt,Red,Polyester,Casual,85,1,3,Clean,57.5
SLW-2747,Salwar,Pink,Silk,Wedding,3,3,4,Clean,96.25
SLW-2748,Blouse,Red,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2749,Saree,Blue,Silk,Religious,12,1,4,Clean,85.0
SLW-2750,Dress,Green,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2751,Batik Shirt,Blue,Batik,Casual,99,3,3,Dirty,1.0
SLW-2752,Sarong,Blue,Cotton,Home,149,1,2,Clean,0.67
SLW-2753,Shorts,Khaki,Cotton,Home,134,0,2,Clean,10.67
SLW-2754,Salwar,Pink,Cotton,Casual,86,2,2,Dirty,42.67
SLW-2755,National Dress,Cream,Cotton,Religious,11,0,2,Clean,92.67
SLW-2756,T-Shirt,White,Polyester,Casual,84,3,3,Dirty,58.0
SLW-2757,Blouse,Green,Silk,Wedding,3,2,4,Clean,96.25
SLW-2758,Dress,Yellow,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2759,National Dress,White,Silk,Wedding,2,0,4,Clean,97.5
SLW-2760,Saree,Blue,Silk,Religious,12,2,4,Clean,85.0
SLW-2761,Trouser,Khaki,Linen,Office,53,2,2,Dirty,55.83
SLW-2762,Batik Shirt,Multicolor,Batik,Office,45,2,3,Clean,55.0
SLW-2763,Saree,Gold,Cotton,Casual,94,1,2,Clean,37.33
SLW-2764,Sarong,Blue,Cotton,Home,132,0,2,Clean,12.0
SLW-2765,Dress,Pink,Silk,Wedding,3,0,4,Clean,96.25
SLW-2766,Salwar,Green,Silk,Wedding,3,2,4,Clean,96.25
SLW-2767,Kurti,Pink,Cotton,Casual,87,1,2,Clean,42.0
SLW-2768,Trouser,Khaki,Linen,Office,52,2,2,Dirty,56.67
SLW-2769,Salwar,Blue,Cotton,Casual,84,0,2,Clean,44.0
SLW-2770,Jacket,Grey,Polyester,Casual,86,0,3,Clean,57.0
SLW-2771,Saree,Red,Cotton,Casual,86,2,2,Dirty,42.67
SLW-2772,Saree,Green,Silk,Religious,10,2,4,Clean,87.5
SLW-2773,Jacket,Navy,Denim,Casual,86,5,5,Dirty,71.33
SLW-2774,Shirt,White,Linen,Office,40,0,2,Clean,66.67
SLW-2775,T-Shirt,Red,Cotton,Casual,84,1,2,Clean,44.0
SLW-2776,Trouser,Black,Linen,Office,48,1,2,Clean,60.0
SLW-2777,T-Shirt,Grey,Polyester,Casual,86,2,3,Clean,57.0
SLW-2778,Trouser,Navy,Linen,Office,48,0,2,Clean,60.0
SLW-2779,Vest,White,Cotton,Home,137,2,2,Dirty,8.67
SLW-2780,Vest,Black,Cotton,Home,141,0,2,Clean,6.0
SLW-2781,Vest,Black,Cotton,Home,144,0,2,Clean,4.0
SLW-2782,Shirt,Grey,Cotton,Office,46,1,2,Clean,69.33
SLW-2783,T-Shirt,Blue,Cotton,Casual,79,2,2,Dirty,47.33
SLW-2784,Batik Shirt,Brown,Batik,Office,43,2,3,Clean,57.0
SLW-2785,Sarong,Brown,Cotton,Home,134,0,2,Clean,10.67
SLW-2786,T-Shirt,Red,Polyester,Casual,85,2,3,Clean,57.5
SLW-2787,Shorts,Blue,Cotton,Home,131,1,2,Clean,12.67
SLW-2788,Batik Shirt,Brown,Batik,Office,42,1,3,Clean,58.0
SLW-2789,Jacket,Navy,Polyester,Casual,84,1,3,Clean,58.0
SLW-2790,Kurtha,Blue,Cotton,Religious,12,2,2,Dirty,92.0
SLW-2791,Salwar,White,Cotton,Casual,92,2,2,Dirty,38.67
SLW-2792,Shorts,Black,Cotton,Home,133,1,2,Clean,11.33
SLW-2793,Batik Shirt,Blue,Batik,Office,47,1,3,Clean,53.0
SLW-2794,Dress,Green,Silk,Wedding,2,2,4,Clean,97.5
SLW-2795,Salwar,Pink,Cotton,Casual,87,1,2,Clean,42.0
SLW-2796,Blouse,Green,Silk,Wedding,2,3,4,Clean,97.5
SLW-2797,Saree,Blue,Cotton,Casual,92,2,2,Dirty,38.67
SLW-2798,Sarong,White,Cotton,Home,123,2,2,Dirty,18.0
SLW-2799,National Dress,Gold,Silk,Wedding,2,1,4,Clean,97.5
SLW-2800,Saree,Blue,Silk,Religious,12,1,4,Clean,85.0
SLW-2801,Saree,Gold,Silk,Religious,12,1,4,Clean,85.0
SLW-2802,Batik Shirt,Blue,Batik,Casual,99,3,3,Dirty,1.0
SLW-2803,Batik Shirt,Multicolor,Batik,Casual,90,0,3,Clean,10.0
SLW-2804,Vest,White,Cotton,Home,129,1,2,Clean,14.0
SLW-2805,National Dress,White,Cotton,Religious,11,0,2,Clean,92.67
SLW-2806,Kurtha,Blue,Cotton,Religious,9,2,2,Dirty,94.0
SLW-2807,Kurti,Yellow,Cotton,Casual,87,0,2,Clean,42.0
SLW-2808,Batik Shirt,Blue,Batik,Office,45,2,3,Clean,55.0
SLW-2809,Batik Shirt,Blue,Batik,Casual,94,2,3,Clean,6.0
SLW-2810,Vest,White,Cotton,Home,133,0,2,Clean,11.33
SLW-2811,Leggings,Navy,Polyester,Home,137,1,3,Clean,31.5
SLW-2812,Jacket,Navy,Denim,Casual,83,1,5,Clean,72.33
SLW-2813,Trouser,Black,Cotton,Casual,100,1,2,Clean,33.33
SLW-2814,Batik Shirt,Red,Batik,Casual,85,1,3,Clean,15.0
SLW-2815,Kurti,Pink,Cotton,Casual,100,1,2,Clean,33.33
SLW-2816,Saree,Purple,Cotton,Casual,93,2,2,Dirty,38.0
SLW-2817,National Dress,Gold,Silk,Wedding,3,4,4,Dirty,96.25
SLW-2818,Batik Shirt,Blue,Batik,Casual,90,0,3,Clean,10.0
SLW-2819,Jacket,Navy,Polyester,Casual,90,1,3,Clean,55.0
SLW-2820,T-Shirt,Grey,Polyester,Casual,74,1,3,Clean,63.0
SLW-2821,Sarong,White,Cotton,Home,135,2,2,Dirty,10.0
SLW-2822,Leggings,Navy,Polyester,Home,144,1,3,Clean,28.0
SLW-2823,Blouse,Blue,Cotton,Casual,87,2,2,Dirty,42.0
SLW-2824,Shirt,Blue,Linen,Office,41,2,2,Dirty,65.83
SLW-2825,Dress,Red,Cotton,Casual,87,2,2,Dirty,42.0
SLW-2826,Saree,Green,Cotton,Casual,99,1,2,Clean,34.0
SLW-2827,Shorts,Blue,Cotton,Home,147,0,2,Clean,2.0
SLW-2828,Shorts,White,Cotton,Home,137,0,2,Clean,8.67
SLW-2829,Batik Shirt,Blue,Batik,Office,55,3,3,Dirty,45.0
SLW-2830,Jacket,Brown,Polyester,Casual,85,1,3,Clean,57.5
SLW-2831,Vest,Black,Cotton,Home,124,1,2,Clean,17.33
SLW-2832,T-Shirt,White,Polyester,Casual,81,0,3,Clean,59.5
SLW-2833,Shirt,White,Cotton,Office,59,1,2,Clean,60.67
SLW-2834,Jeans,Black,Denim,Casual,86,2,5,Clean,71.33
SLW-2835,Kurti,Yellow,Silk,Religious,11,2,4,Clean,86.25
SLW-2836,National Dress,Cream,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2837,T-Shirt,Black,Polyester,Casual,101,3,3,Dirty,49.5
SLW-2838,Blouse,Blue,Cotton,Casual,99,0,2,Clean,34.0
SLW-2839,Trouser,Navy,Cotton,Casual,103,1,2,Clean,31.33
SLW-2840,Sarong,Green,Cotton,Home,136,2,2,Dirty,9.33
SLW-2841,Trouser,Khaki,Cotton,Casual,90,0,2,Clean,40.0
SLW-2842,Dress,Red,Cotton,Casual,77,2,2,Dirty,48.67
SLW-2843,Batik Shirt,Multicolor,Batik,Office,58,1,3,Clean,42.0
SLW-2844,Jeans,Grey,Denim,Casual,79,5,5,Dirty,73.67
SLW-2845,Batik Shirt,Blue,Batik,Office,51,1,3,Clean,49.0
SLW-2846,Shirt,Grey,Linen,Office,43,0,2,Clean,64.17
SLW-2847,National Dress,Cream,Cotton,Religious,11,2,2,Dirty,92.67
SLW-2848,Batik Shirt,Multicolor,Batik,Office,44,1,3,Clean,56.0
SLW-2849,Salwar,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-2850,Vest,Black,Cotton,Home,133,2,2,Dirty,11.33
SLW-2851,Kurti,Yellow,Cotton,Casual,84,1,2,Clean,44.0
SLW-2852,Shirt,Pink,Linen,Office,55,1,2,Clean,54.17
SLW-2853,Dress,Green,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2854,Saree,Red,Silk,Religious,12,3,4,Clean,85.0
SLW-2855,Batik Shirt,Multicolor,Batik,Office,57,2,3,Clean,43.0
SLW-2856,Dress,Blue,Silk,Wedding,2,1,4,Clean,97.5
SLW-2857,Sarong,White,Cotton,Home,132,0,2,Clean,12.0
SLW-2858,Blouse,Blue,Silk,Wedding,2,0,4,Clean,97.5
SLW-2859,Trouser,Navy,Cotton,Casual,96,0,2,Clean,36.0
SLW-2860,Jeans,Grey,Denim,Casual,89,4,5,Clean,70.33
SLW-2861,Shirt,Grey,Cotton,Office,46,0,2,Clean,69.33
SLW-2862,Kurti,Blue,Silk,Religious,12,4,4,Dirty,85.0
SLW-2863,Vest,Black,Cotton,Home,129,0,2,Clean,14.0
SLW-2864,Vest,Grey,Cotton,Home,143,2,2,Dirty,4.67
SLW-2865,Kurtha,White,Cotton,Religious,12,1,2,Clean,92.0
SLW-2866,T-Shirt,Red,Polyester,Casual,85,3,3,Dirty,57.5
SLW-2867,Jacket,Grey,Polyester,Casual,82,2,3,Clean,59.0
SLW-2868,Kurtha,Blue,Cotton,Religious,10,2,2,Dirty,93.33
SLW-2869,Sarong,Green,Cotton,Home,142,0,2,Clean,5.33
SLW-2870,Jacket,Brown,Denim,Casual,96,0,5,Clean,68.0
SLW-2871,Dress,Yellow,Cotton,Casual,83,1,2,Clean,44.67
SLW-2872,Dress,Red,Cotton,Casual,91,1,2,Clean,39.33
SLW-2873,Sarong,Brown,Batik,Casual,73,1,3,Clean,27.0
SLW-2874,Trouser,Navy,Cotton,Casual,83,1,2,Clean,44.67
SLW-2875,Dress,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-2876,T-Shirt,Red,Polyester,Casual,81,3,3,Dirty,59.5
SLW-2877,Vest,Black,Cotton,Home,130,0,2,Clean,13.33
SLW-2878,Trouser,Khaki,Cotton,Casual,83,1,2,Clean,44.67
SLW-2879,Dress,Blue,Silk,Wedding,3,4,4,Dirty,96.25
SLW-2880,Jacket,Brown,Polyester,Casual,86,0,3,Clean,57.0
SLW-2881,T-Shirt,Grey,Cotton,Casual,72,1,2,Clean,52.0
SLW-2882,Jeans,Grey,Denim,Casual,73,4,5,Clean,75.67
SLW-2883,Shirt,Grey,Linen,Office,46,1,2,Clean,61.67
SLW-2884,Sarong,Brown,Batik,Casual,91,0,3,Clean,9.0
SLW-2885,Sarong,Blue,Batik,Casual,68,1,3,Clean,32.0
SLW-2886,Shirt,White,Linen,Office,47,2,2,Dirty,60.83
SLW-2887,Vest,Grey,Cotton,Home,133,2,2,Dirty,11.33
SLW-2888,Jeans,Black,Denim,Casual,97,0,5,Clean,67.67
SLW-2889,Shirt,Pink,Linen,Office,47,1,2,Clean,60.83
SLW-2890,Shirt,Blue,Linen,Office,52,0,2,Clean,56.67
SLW-2891,National Dress,Gold,Silk,Wedding,3,1,4,Clean,96.25
SLW-2892,T-Shirt,White,Polyester,Casual,73,0,3,Clean,63.5
SLW-2893,Blouse,Red,Cotton,Casual,93,1,2,Clean,38.0
SLW-2894,Shirt,White,Cotton,Office,51,0,2,Clean,66.0
SLW-2895,School Uniform,White,Cotton,Office,53,1,2,Clean,64.67
SLW-2896,Dress,Yellow,Cotton,Casual,115,2,2,Dirty,23.33
SLW-2897,Kurti,Yellow,Cotton,Casual,73,2,2,Dirty,51.33
SLW-2898,T-Shirt,Red,Cotton,Casual,100,0,2,Clean,33.33
SLW-2899,Kurti,Pink,Cotton,Casual,85,0,2,Clean,43.33
SLW-2900,Jeans,Black,Denim,Casual,90,4,5,Clean,70.0
SLW-2901,Shirt,White,Cotton,Office,49,2,2,Dirty,67.33
SLW-2902,Kurtha,White,Cotton,Religious,11,1,2,Clean,92.67
SLW-2903,Salwar,Pink,Cotton,Casual,84,2,2,Dirty,44.0
SLW-2904,Shirt,Grey,Cotton,Office,51,1,2,Clean,66.0
SLW-2905,Saree,Blue,Cotton,Casual,77,2,2,Dirty,48.67
SLW-2906,Shirt,Blue,Linen,Office,54,1,2,Clean,55.0
SLW-2907,Dress,Pink,Silk,Wedding,2,0,4,Clean,97.5
SLW-2908,National Dress,Cream,Cotton,Religious,10,1,2,Clean,93.33
SLW-2909,Sarong,Brown,Batik,Casual,84,2,3,Clean,16.0
SLW-2910,Jeans,Grey,Denim,Casual,96,1,5,Clean,68.0
SLW-2911,Salwar,White,Silk,Wedding,2,0,4,Clean,97.5
SLW-2912,Kurti,Pink,Cotton,Casual,90,1,2,Clean,40.0
SLW-2913,Batik Shirt,Multicolor,Batik,Casual,82,3,3,Dirty,18.0
SLW-2914,National Dress,White,Cotton,Religious,13,1,2,Clean,91.33
SLW-2915,Trouser,Grey,Linen,Office,54,1,2,Clean,55.0
SLW-2916,Shorts,White,Cotton,Home,149,2,2,Dirty,0.67
SLW-2917,National Dress,Cream,Cotton,Religious,11,1,2,Clean,92.67
SLW-2918,T-Shirt,Grey,Cotton,Casual,92,2,2,Dirty,38.67
SLW-2919,Dress,Pink,Cotton,Casual,88,2,2,Dirty,41.33
SLW-2920,Saree,Purple,Cotton,Casual,97,0,2,Clean,35.33
SLW-2921,Blouse,Blue,Cotton,Casual,82,0,2,Clean,45.33
SLW-2922,National Dress,Gold,Cotton,Religious,13,2,2,Dirty,91.33
SLW-2923,Dress,Pink,Cotton,Casual,86,1,2,Clean,42.67
SLW-2924,Kurtha,Cream,Cotton,Religious,11,2,2,Dirty,92.67
SLW-2925,Leggings,Navy,Polyester,Home,138,0,3,Clean,31.0
SLW-2926,National Dress,Cream,Cotton,Religious,12,1,2,Clean,92.0
SLW-2927,Saree,Gold,Silk,Religious,11,1,4,Clean,86.25
SLW-2928,Salwar,Green,Silk,Wedding,3,2,4,Clean,96.25
SLW-2929,Shorts,Black,Cotton,Home,149,1,2,Clean,0.67
SLW-2930,Trouser,Khaki,Linen,Office,55,0,2,Clean,54.17
SLW-2931,T-Shirt,Black,Cotton,Casual,94,1,2,Clean,37.33
SLW-2932,T-Shirt,Grey,Cotton,Casual,84,2,2,Dirty,44.0
SLW-2933,National Dress,White,Silk,Wedding,2,3,4,Clean,97.5
SLW-2934,Batik Shirt,Brown,Batik,Office,55,1,3,Clean,45.0
SLW-2935,Sarong,Blue,Cotton,Home,145,0,2,Clean,3.33
SLW-2936,Dress,Pink,Cotton,Casual,98,1,2,Clean,34.67
SLW-2937,Shorts,Black,Cotton,Home,133,1,2,Clean,11.33
SLW-2938,National Dress,Cream,Cotton,Religious,11,0,2,Clean,92.67
SLW-2939,Saree,Blue,Silk,Religious,9,0,4,Clean,88.75
SLW-2940,Kurtha,Blue,Cotton,Religious,11,1,2,Clean,92.67
SLW-2941,School Uniform,White,Cotton,Office,55,0,2,Clean,63.33
SLW-2942,Salwar,White,Silk,Wedding,2,3,4,Clean,97.5
SLW-2943,Sarong,Blue,Batik,Casual,92,0,3,Clean,8.0
SLW-2944,Kurti,Blue,Silk,Religious,11,2,4,Clean,86.25
SLW-2945,Jacket,Grey,Denim,Casual,90,3,5,Clean,70.0
SLW-2946,Trouser,Black,Cotton,Casual,79,2,2,Dirty,47.33
SLW-2947,Jeans,Blue,Denim,Casual,88,5,5,Dirty,70.67
SLW-2948,National Dress,Gold,Silk,Wedding,1,0,4,Clean,98.75
SLW-2949,Salwar,White,Silk,Wedding,2,4,4,Dirty,97.5
SLW-2950,Jacket,Brown,Polyester,Casual,76,2,3,Clean,62.0
SLW-2951,Jacket,Navy,Denim,Casual,96,0,5,Clean,68.0
SLW-2952,Kurti,Pink,Silk,Religious,13,0,4,Clean,83.75
SLW-2953,Shirt,Pink,Cotton,Office,52,2,2,Dirty,65.33
SLW-2954,Kurtha,Blue,Cotton,Religious,14,2,2,Dirty,90.67
SLW-2955,National Dress,White,Silk,Wedding,2,3,4,Clean,97.5
SLW-2956,Saree,Gold,Silk,Religious,14,0,4,Clean,82.5
SLW-2957,National Dress,Cream,Cotton,Religious,13,1,2,Clean,91.33
SLW-2958,Shorts,Black,Cotton,Home,136,1,2,Clean,9.33
SLW-2959,Dress,Green,Silk,Wedding,3,4,4,Dirty,96.25
SLW-2960,Salwar,Blue,Cotton,Casual,80,0,2,Clean,46.67
SLW-2961,School Uniform,Blue,Cotton,Office,45,1,2,Clean,70.0
SLW-2962,Trouser,Grey,Cotton,Casual,83,0,2,Clean,44.67
SLW-2963,Jacket,Grey,Denim,Casual,84,1,5,Clean,72.0
SLW-2964,Dress,Green,Silk,Wedding,2,2,4,Clean,97.5
SLW-2965,Sarong,Brown,Cotton,Home,147,2,2,Dirty,2.0
SLW-2966,Sarong,Cream,Batik,Casual,86,0,3,Clean,14.0
SLW-2967,T-Shirt,Red,Cotton,Casual,90,2,2,Dirty,40.0
SLW-2968,T-Shirt,White,Polyester,Casual,84,2,3,Clean,58.0
SLW-2969,School Uniform,Blue,Cotton,Office,39,0,2,Clean,74.0
SLW-2970,Jeans,Black,Denim,Casual,89,0,5,Clean,70.33
SLW-2971,Leggings,Grey,Polyester,Home,122,2,3,Clean,39.0
SLW-2972,Batik Shirt,Red,Batik,Casual,87,1,3,Clean,13.0
SLW-2973,National Dress,Cream,Cotton,Religious,9,0,2,Clean,94.0
SLW-2974,Trouser,Khaki,Linen,Office,61,1,2,Clean,49.17
SLW-2975,Kurtha,Cream,Cotton,Religious,13,0,2,Clean,91.33
SLW-2976,Blouse,Blue,Cotton,Casual,88,0,2,Clean,41.33
SLW-2977,Dress,Green,Silk,Wedding,4,3,4,Clean,95.0
SLW-2978,Salwar,White,Cotton,Casual,82,1,2,Clean,45.33
SLW-2979,Blouse,Green,Silk,Wedding,3,1,4,Clean,96.25
SLW-2980,Jacket,Grey,Polyester,Casual,89,0,3,Clean,55.5
SLW-2981,Shorts,White,Cotton,Home,140,2,2,Dirty,6.67
SLW-2982,Dress,Red,Cotton,Casual,96,2,2,Dirty,36.0
SLW-2983,Vest,Black,Cotton,Home,143,0,2,Clean,4.67
SLW-2984,Trouser,Khaki,Linen,Office,51,0,2,Clean,57.5
SLW-2985,Kurtha,White,Cotton,Religious,9,2,2,Dirty,94.0
SLW-2986,Sarong,Cream,Cotton,Home,130,1,2,Clean,13.33
SLW-2987,Trouser,Grey,Linen,Office,49,1,2,Clean,59.17
SLW-2988,Kurti,Blue,Cotton,Casual,88,0,2,Clean,41.33
SLW-2989,Saree,Purple,Cotton,Casual,80,0,2,Clean,46.67
SLW-2990,Salwar,Pink,Cotton,Casual,104,2,2,Dirty,30.67
SLW-2991,Blouse,Blue,Cotton,Casual,98,2,2,Dirty,34.67
SLW-2992,Kurtha,Cream,Cotton,Religious,12,1,2,Clean,92.0
SLW-2993,Dress,Green,Silk,Wedding,3,1,4,Clean,96.25
SLW-2994,Saree,Purple,Cotton,Casual,86,2,2,Dirty,42.67
SLW-2995,Blouse,Green,Silk,Wedding,2,2,4,Clean,97.5
SLW-2996,National Dress,Cream,Cotton,Religious,12,0,2,Clean,92.0
SLW-2997,Shirt,Pink,Linen,Office,51,0,2,Clean,57.5
SLW-2998,Jacket,Navy,Denim,Casual,79,3,5,Clean,73.67
SLW-2999,Sarong,Brown,Cotton,Home,140,0,2,Clean,6.67
SLW-3000,Trouser,Navy,Linen,Office,49,2,2,Dirty,59.17
SLW-3001,Leggings,Grey,Polyester,Home,122,0,3,Clean,39.0
SLW-3002,National Dress,Gold,Cotton,Religious,10,1,2,Clean,93.33
SLW-3003,Blouse,Red,Cotton,Casual,85,0,2,Clean,43.33
SLW-3004,Jeans,Black,Denim,Casual,101,4,5,Clean,66.33
SLW-3005,Kurti,Green,Silk,Religious,12,2,4,Clean,85.0
SLW-3006,Batik Shirt,Brown,Batik,Casual,78,2,3,Clean,22.0
SLW-3007,Kurti,Blue,Cotton,Casual,91,0,2,Clean,39.33
SLW-3008,Salwar,Green,Cotton,Casual,77,2,2,Dirty,48.67
SLW-3009,Vest,Black,Cotton,Home,146,1,2,Clean,2.67
SLW-3010,Dress,Blue,Silk,Wedding,2,0,4,Clean,97.5
SLW-3011,Salwar,Pink,Cotton,Casual,87,0,2,Clean,42.0
SLW-3012,Blouse,Green,Cotton,Casual,97,1,2,Clean,35.33
SLW-3013,Salwar,Green,Silk,Wedding,1,3,4,Clean,98.75
SLW-3014,Saree,Gold,Silk,Religious,9,3,4,Clean,88.75
SLW-3015,Kurti,Pink,Silk,Religious,11,1,4,Clean,86.25
SLW-3016,Salwar,Green,Silk,Wedding,3,1,4,Clean,96.25
SLW-3017,Saree,Gold,Cotton,Casual,77,1,2,Clean,48.67
SLW-3018,Sarong,Blue,Cotton,Home,115,1,2,Clean,23.33
SLW-3019,National Dress,Cream,Silk,Wedding,2,4,4,Dirty,97.5
