bust,waist,hips,height,body_shape,image_path
94.3,69.0,82.6,166.5,InvertedTriangle,data/model1_body_shape\images\04266.png
92.7,84.8,91.0,157.3,Apple,data/model1_body_shape\images\02533.png
93.1,86.7,88.9,154.1,Apple,data/model1_body_shape\images\02725.png
105.9,88.0,115.0,170.5,Pear,data/model1_body_shape\images\01070.png
98.4,68.6,116.0,158.9,Pear,data/model1_body_shape\images\01775.png
109.4,90.4,92.5,148.5,InvertedTriangle,data/model1_body_shape\images\04808.png
83.5,76.0,95.5,162.0,Pear,data/model1_body_shape\images\01283.png
94.2,88.0,97.5,151.8,Rectangle,data/model1_body_shape\images\03050.png
104.6,77.8,88.0,165.5,InvertedTriangle,data/model1_body_shape\images\04753.png
95.8,72.2,107.0,160.7,Pear,data/model1_body_shape\images\01836.png
108.9,77.5,93.2,163.5,InvertedTriangle,data/model1_body_shape\images\04242.png
94.6,87.4,106.5,159.8,Pear,data/model1_body_shape\images\01019.png
93.0,75.5,78.4,156.4,InvertedTriangle,data/model1_body_shape\images\04133.png
76.4,69.2,93.2,166.2,Pear,data/model1_body_shape\images\01326.png
103.7,62.2,104.3,168.1,Hourglass,data/model1_body_shape\images\00475.png
100.2,71.2,82.7,162.4,InvertedTriangle,data/model1_body_shape\images\04271.png
102.8,78.4,118.8,154.3,Pear,data/model1_body_shape\images\01651.png
90.7,81.7,87.2,159.0,Rectangle,data/model1_body_shape\images\03998.png
91.3,87.0,75.1,174.9,InvertedTriangle,data/model1_body_shape\images\04467.png
105.5,103.2,99.7,159.6,Apple,data/model1_body_shape\images\02610.png
89.3,81.4,86.6,172.6,Apple,data/model1_body_shape\images\02476.png
89.4,85.3,89.6,156.6,Apple,data/model1_body_shape\images\02583.png
101.9,75.1,115.6,152.7,Pear,data/model1_body_shape\images\01373.png
88.7,62.8,83.9,174.8,Hourglass,data/model1_body_shape\images\00739.png
82.7,71.9,80.0,156.1,Rectangle,data/model1_body_shape\images\03618.png
108.1,102.1,102.2,166.6,Apple,data/model1_body_shape\images\02440.png
100.2,77.6,98.9,163.0,Hourglass,data/model1_body_shape\images\00867.png
106.5,69.7,119.4,155.2,Pear,data/model1_body_shape\images\01140.png
87.3,60.4,83.6,167.3,Hourglass,data/model1_body_shape\images\00997.png
104.0,69.6,113.8,165.5,Pear,data/model1_body_shape\images\01337.png
105.3,86.3,108.7,156.4,Hourglass,data/model1_body_shape\images\00541.png
83.5,78.2,100.6,149.6,Pear,data/model1_body_shape\images\01099.png
104.3,88.6,114.8,161.6,Pear,data/model1_body_shape\images\01132.png
112.0,101.9,100.0,146.5,InvertedTriangle,data/model1_body_shape\images\04064.png
110.2,107.6,109.9,153.5,Apple,data/model1_body_shape\images\02715.png
100.5,101.9,106.1,160.8,Apple,data/model1_body_shape\images\02258.png
94.0,86.6,77.8,170.2,InvertedTriangle,data/model1_body_shape\images\04750.png
93.2,58.3,96.6,170.4,Hourglass,data/model1_body_shape\images\00059.png
94.8,90.2,90.5,175.3,Apple,data/model1_body_shape\images\02883.png
100.4,82.2,111.6,150.2,Pear,data/model1_body_shape\images\01938.png
86.6,91.5,90.4,157.8,Apple,data/model1_body_shape\images\02576.png
99.7,68.0,87.8,168.9,InvertedTriangle,data/model1_body_shape\images\04936.png
102.7,95.9,118.6,163.5,Pear,data/model1_body_shape\images\01078.png
98.9,83.0,97.2,179.4,Rectangle,data/model1_body_shape\images\03249.png
99.4,91.3,104.9,159.2,Rectangle,data/model1_body_shape\images\03127.png
90.2,94.6,94.8,153.3,Apple,data/model1_body_shape\images\02488.png
89.8,59.2,84.1,166.2,Hourglass,data/model1_body_shape\images\00940.png
76.4,70.6,93.5,156.5,Pear,data/model1_body_shape\images\01080.png
87.5,66.8,85.4,154.0,Hourglass,data/model1_body_shape\images\00187.png
103.6,110.5,109.1,177.3,Apple,data/model1_body_shape\images\02634.png
110.2,108.4,114.1,154.1,Apple,data/model1_body_shape\images\02085.png
98.4,96.2,101.9,152.1,Apple,data/model1_body_shape\images\02249.png
88.1,76.9,78.5,154.0,InvertedTriangle,data/model1_body_shape\images\04890.png
108.7,103.5,105.2,155.5,Apple,data/model1_body_shape\images\02023.png
94.1,80.0,95.4,158.2,Rectangle,data/model1_body_shape\images\03539.png
104.9,79.8,90.5,155.7,InvertedTriangle,data/model1_body_shape\images\04048.png
85.5,73.2,80.7,164.4,Rectangle,data/model1_body_shape\images\03606.png
103.0,84.6,107.9,154.2,Hourglass,data/model1_body_shape\images\00226.png
99.6,88.7,83.4,157.4,InvertedTriangle,data/model1_body_shape\images\04847.png
80.8,65.4,97.6,170.0,Pear,data/model1_body_shape\images\01929.png
88.3,80.6,92.3,168.0,Rectangle,data/model1_body_shape\images\03055.png
98.1,86.9,85.7,161.6,InvertedTriangle,data/model1_body_shape\images\04489.png
80.5,75.2,97.7,160.9,Pear,data/model1_body_shape\images\01404.png
90.1,90.6,95.6,173.5,Apple,data/model1_body_shape\images\02179.png
83.1,62.9,87.6,164.7,Hourglass,data/model1_body_shape\images\00697.png
101.7,86.7,113.6,151.5,Pear,data/model1_body_shape\images\01124.png
103.4,94.3,98.7,167.2,Rectangle,data/model1_body_shape\images\03361.png
90.8,79.1,75.1,176.1,InvertedTriangle,data/model1_body_shape\images\04135.png
97.8,79.0,107.0,166.9,Pear,data/model1_body_shape\images\01778.png
111.6,106.4,110.8,169.9,Apple,data/model1_body_shape\images\02858.png
80.3,69.9,95.6,158.9,Pear,data/model1_body_shape\images\01037.png
104.1,92.1,86.6,174.3,InvertedTriangle,data/model1_body_shape\images\04456.png
103.2,97.3,103.7,154.9,Apple,data/model1_body_shape\images\02256.png
83.1,59.9,81.9,158.0,Hourglass,data/model1_body_shape\images\00313.png
98.1,96.3,95.6,163.4,Apple,data/model1_body_shape\images\02281.png
94.3,89.4,107.0,151.1,Pear,data/model1_body_shape\images\01416.png
104.7,98.6,119.6,169.2,Pear,data/model1_body_shape\images\01036.png
100.3,96.4,96.8,172.4,Apple,data/model1_body_shape\images\02159.png
98.4,66.1,84.8,171.4,InvertedTriangle,data/model1_body_shape\images\04163.png
86.7,80.1,100.5,154.8,Pear,data/model1_body_shape\images\01754.png
104.8,92.1,102.3,157.6,Rectangle,data/model1_body_shape\images\03112.png
86.9,84.7,83.9,163.3,Apple,data/model1_body_shape\images\02813.png
92.8,97.5,98.7,151.7,Apple,data/model1_body_shape\images\02698.png
101.8,89.9,99.2,159.5,Rectangle,data/model1_body_shape\images\03207.png
98.1,84.7,85.8,161.4,InvertedTriangle,data/model1_body_shape\images\04350.png
87.9,75.8,92.1,159.6,Rectangle,data/model1_body_shape\images\03431.png
94.6,70.8,105.6,161.3,Pear,data/model1_body_shape\images\01506.png
100.6,77.6,117.3,163.9,Pear,data/model1_body_shape\images\01923.png
85.2,64.2,87.6,157.6,Hourglass,data/model1_body_shape\images\00448.png
107.4,81.0,97.1,169.8,InvertedTriangle,data/model1_body_shape\images\04128.png
92.3,95.7,89.0,179.2,Apple,data/model1_body_shape\images\02528.png
93.4,74.7,80.2,170.4,InvertedTriangle,data/model1_body_shape\images\04969.png
105.2,106.7,100.9,161.1,Apple,data/model1_body_shape\images\02789.png
90.3,60.1,85.4,169.0,Hourglass,data/model1_body_shape\images\00361.png
101.6,98.5,97.2,161.0,Apple,data/model1_body_shape\images\02183.png
106.1,77.3,116.5,156.3,Pear,data/model1_body_shape\images\01134.png
90.1,76.3,84.5,150.7,Rectangle,data/model1_body_shape\images\03880.png
89.3,87.8,92.7,163.4,Apple,data/model1_body_shape\images\02155.png
76.6,67.4,94.2,167.2,Pear,data/model1_body_shape\images\01830.png
82.7,62.4,99.4,172.2,Pear,data/model1_body_shape\images\01053.png
85.9,59.5,85.9,165.1,Hourglass,data/model1_body_shape\images\00022.png
106.8,101.1,106.5,160.5,Apple,data/model1_body_shape\images\02066.png
95.8,77.2,112.0,170.8,Pear,data/model1_body_shape\images\01653.png
97.1,90.4,98.4,161.9,Apple,data/model1_body_shape\images\02587.png
95.5,83.7,96.1,175.1,Rectangle,data/model1_body_shape\images\03210.png
110.1,90.7,95.4,160.1,InvertedTriangle,data/model1_body_shape\images\04302.png
92.2,84.5,75.8,147.0,InvertedTriangle,data/model1_body_shape\images\04036.png
104.3,109.2,108.1,163.4,Apple,data/model1_body_shape\images\02325.png
94.0,73.3,97.1,148.3,Hourglass,data/model1_body_shape\images\00460.png
94.0,72.5,112.0,160.2,Pear,data/model1_body_shape\images\01067.png
95.6,67.1,96.4,164.1,Hourglass,data/model1_body_shape\images\00087.png
77.0,71.7,94.2,168.8,Pear,data/model1_body_shape\images\01430.png
88.7,90.2,85.0,156.6,Apple,data/model1_body_shape\images\02647.png
93.1,58.8,92.2,165.6,Hourglass,data/model1_body_shape\images\00282.png
96.0,77.8,101.9,165.4,Hourglass,data/model1_body_shape\images\00462.png
93.3,73.2,96.1,162.2,Hourglass,data/model1_body_shape\images\00212.png
94.1,91.7,97.7,150.0,Apple,data/model1_body_shape\images\02499.png
93.8,71.8,107.0,170.0,Pear,data/model1_body_shape\images\01368.png
91.9,61.8,91.3,168.9,Hourglass,data/model1_body_shape\images\00234.png
104.7,107.9,101.7,156.2,Apple,data/model1_body_shape\images\02770.png
87.9,61.5,88.6,170.5,Hourglass,data/model1_body_shape\images\00597.png
99.4,90.4,86.6,167.9,InvertedTriangle,data/model1_body_shape\images\04420.png
95.3,96.6,96.5,153.7,Apple,data/model1_body_shape\images\02250.png
89.7,81.9,77.2,166.4,InvertedTriangle,data/model1_body_shape\images\04031.png
93.6,87.6,93.6,154.3,Apple,data/model1_body_shape\images\02283.png
93.2,65.7,94.6,159.3,Hourglass,data/model1_body_shape\images\00662.png
89.2,69.1,74.2,152.8,InvertedTriangle,data/model1_body_shape\images\04963.png
102.3,97.2,101.3,150.8,Apple,data/model1_body_shape\images\02285.png
103.7,65.4,89.2,150.7,InvertedTriangle,data/model1_body_shape\images\04716.png
94.8,85.6,95.5,153.6,Rectangle,data/model1_body_shape\images\03193.png
90.2,90.2,90.2,156.6,Apple,data/model1_body_shape\images\02503.png
91.8,70.1,74.2,161.2,InvertedTriangle,data/model1_body_shape\images\04043.png
97.3,73.2,100.2,170.9,Hourglass,data/model1_body_shape\images\00779.png
95.1,79.6,83.9,164.9,InvertedTriangle,data/model1_body_shape\images\04019.png
83.0,71.4,83.7,160.6,Rectangle,data/model1_body_shape\images\03426.png
100.8,84.5,90.6,177.1,InvertedTriangle,data/model1_body_shape\images\04306.png
83.1,72.3,77.4,173.1,Rectangle,data/model1_body_shape\images\03196.png
108.6,84.9,93.4,183.8,InvertedTriangle,data/model1_body_shape\images\04835.png
84.4,58.4,82.2,170.3,Hourglass,data/model1_body_shape\images\00685.png
98.7,82.7,98.2,167.4,Rectangle,data/model1_body_shape\images\03169.png
89.6,77.4,90.9,161.6,Rectangle,data/model1_body_shape\images\03926.png
99.2,92.1,102.7,158.4,Rectangle,data/model1_body_shape\images\03434.png
100.2,99.8,102.9,158.6,Apple,data/model1_body_shape\images\02171.png
83.3,66.3,82.6,156.7,Rectangle,data/model1_body_shape\images\03689.png
80.3,69.9,95.2,170.1,Pear,data/model1_body_shape\images\01850.png
96.8,69.3,95.8,159.8,Hourglass,data/model1_body_shape\images\00487.png
99.9,96.1,113.6,166.9,Pear,data/model1_body_shape\images\01688.png
93.3,91.4,99.0,163.0,Apple,data/model1_body_shape\images\02230.png
80.7,70.5,86.2,163.2,Rectangle,data/model1_body_shape\images\03264.png
96.4,100.8,100.4,160.8,Apple,data/model1_body_shape\images\02320.png
83.4,60.3,88.4,153.9,Hourglass,data/model1_body_shape\images\00782.png
85.0,62.4,81.8,162.4,Hourglass,data/model1_body_shape\images\00521.png
101.4,73.4,106.6,157.8,Hourglass,data/model1_body_shape\images\00522.png
86.9,91.7,89.6,164.3,Apple,data/model1_body_shape\images\02837.png
99.6,92.8,87.5,171.5,InvertedTriangle,data/model1_body_shape\images\04539.png
88.0,94.5,90.9,165.7,Apple,data/model1_body_shape\images\02398.png
96.2,91.1,91.7,159.4,Apple,data/model1_body_shape\images\02207.png
103.3,92.5,102.6,150.2,Rectangle,data/model1_body_shape\images\03477.png
92.6,81.7,98.0,145.0,Rectangle,data/model1_body_shape\images\03552.png
110.7,97.7,97.1,171.9,InvertedTriangle,data/model1_body_shape\images\04087.png
97.3,100.8,92.8,156.0,Apple,data/model1_body_shape\images\02822.png
94.6,72.7,105.8,167.9,Pear,data/model1_body_shape\images\01511.png
105.4,80.2,119.9,181.6,Pear,data/model1_body_shape\images\01882.png
92.1,63.5,92.9,165.3,Hourglass,data/model1_body_shape\images\00651.png
94.6,78.0,85.1,162.0,InvertedTriangle,data/model1_body_shape\images\04930.png
85.9,70.2,85.6,156.9,Rectangle,data/model1_body_shape\images\03089.png
105.6,84.2,105.2,157.8,Hourglass,data/model1_body_shape\images\00369.png
101.6,68.3,92.2,172.7,InvertedTriangle,data/model1_body_shape\images\04997.png
92.3,68.3,93.6,164.2,Hourglass,data/model1_body_shape\images\00118.png
93.3,81.7,87.7,166.8,Rectangle,data/model1_body_shape\images\03320.png
98.4,84.6,101.1,175.2,Rectangle,data/model1_body_shape\images\03034.png
101.9,95.6,99.2,168.7,Apple,data/model1_body_shape\images\02216.png
102.9,95.1,108.9,167.3,Rectangle,data/model1_body_shape\images\03542.png
75.7,62.5,93.1,155.1,Pear,data/model1_body_shape\images\01613.png
95.0,85.5,100.2,162.8,Rectangle,data/model1_body_shape\images\03151.png
92.0,72.7,94.7,167.1,Hourglass,data/model1_body_shape\images\00962.png
110.5,108.4,111.0,158.0,Apple,data/model1_body_shape\images\02510.png
104.5,92.0,106.9,159.0,Rectangle,data/model1_body_shape\images\03831.png
87.7,88.1,92.5,152.1,Apple,data/model1_body_shape\images\02823.png
98.9,68.3,81.3,169.7,InvertedTriangle,data/model1_body_shape\images\04343.png
92.9,79.4,87.8,155.1,Rectangle,data/model1_body_shape\images\03032.png
90.6,89.7,85.5,160.0,Apple,data/model1_body_shape\images\02415.png
96.1,89.9,79.5,159.7,InvertedTriangle,data/model1_body_shape\images\04654.png
111.9,65.9,100.6,165.1,InvertedTriangle,data/model1_body_shape\images\04236.png
100.3,101.8,94.6,158.1,Apple,data/model1_body_shape\images\02185.png
82.9,72.8,81.9,161.1,Rectangle,data/model1_body_shape\images\03669.png
103.4,99.5,104.6,156.6,Apple,data/model1_body_shape\images\02037.png
108.3,89.3,99.2,158.4,InvertedTriangle,data/model1_body_shape\images\04362.png
98.2,63.3,95.4,165.4,Hourglass,data/model1_body_shape\images\00772.png
106.0,69.3,115.4,169.7,Pear,data/model1_body_shape\images\01284.png
91.0,72.1,74.7,167.0,InvertedTriangle,data/model1_body_shape\images\04603.png
107.7,89.3,91.7,166.0,InvertedTriangle,data/model1_body_shape\images\04794.png
78.4,74.3,95.5,156.6,Pear,data/model1_body_shape\images\01414.png
82.1,77.8,94.0,149.7,Pear,data/model1_body_shape\images\01234.png
98.9,100.2,96.9,153.7,Apple,data/model1_body_shape\images\02699.png
97.4,73.8,93.8,157.9,Hourglass,data/model1_body_shape\images\00435.png
102.2,72.4,111.4,161.0,Pear,data/model1_body_shape\images\01674.png
104.5,60.7,100.7,150.6,Hourglass,data/model1_body_shape\images\00365.png
105.5,102.6,100.7,149.3,Apple,data/model1_body_shape\images\02649.png
90.9,68.5,89.8,161.0,Hourglass,data/model1_body_shape\images\00231.png
101.7,77.9,90.5,164.6,InvertedTriangle,data/model1_body_shape\images\04267.png
100.3,80.7,90.9,163.1,InvertedTriangle,data/model1_body_shape\images\04041.png
93.2,88.9,75.5,175.0,InvertedTriangle,data/model1_body_shape\images\04399.png
87.9,67.0,90.7,169.9,Hourglass,data/model1_body_shape\images\00407.png
94.9,97.0,95.5,166.0,Apple,data/model1_body_shape\images\02090.png
88.1,59.1,89.2,164.2,Hourglass,data/model1_body_shape\images\00086.png
101.5,64.4,101.7,161.8,Hourglass,data/model1_body_shape\images\00844.png
80.9,65.5,94.0,163.3,Pear,data/model1_body_shape\images\01031.png
109.0,106.9,106.6,162.4,Apple,data/model1_body_shape\images\02855.png
96.6,79.0,87.0,153.6,InvertedTriangle,data/model1_body_shape\images\04109.png
102.9,81.6,87.8,155.4,InvertedTriangle,data/model1_body_shape\images\04396.png
84.2,73.5,83.4,162.9,Rectangle,data/model1_body_shape\images\03893.png
90.6,87.5,92.0,161.3,Apple,data/model1_body_shape\images\02658.png
101.7,72.4,104.0,161.9,Hourglass,data/model1_body_shape\images\00855.png
90.8,62.8,88.7,154.6,Hourglass,data/model1_body_shape\images\00078.png
107.7,112.5,112.9,145.0,Apple,data/model1_body_shape\images\02247.png
88.4,70.2,74.9,167.3,InvertedTriangle,data/model1_body_shape\images\04570.png
99.4,83.5,96.0,154.1,Rectangle,data/model1_body_shape\images\03656.png
107.6,85.5,97.6,164.5,InvertedTriangle,data/model1_body_shape\images\04151.png
105.2,90.6,103.9,164.6,Rectangle,data/model1_body_shape\images\03378.png
96.4,103.3,102.2,153.8,Apple,data/model1_body_shape\images\02279.png
107.7,100.5,106.5,169.1,Apple,data/model1_body_shape\images\02598.png
106.2,66.4,94.3,158.0,InvertedTriangle,data/model1_body_shape\images\04159.png
97.3,82.1,94.7,156.3,Rectangle,data/model1_body_shape\images\03870.png
82.4,73.3,84.8,164.3,Rectangle,data/model1_body_shape\images\03428.png
88.1,91.7,83.3,162.9,Apple,data/model1_body_shape\images\02176.png
84.3,64.3,83.2,164.0,Hourglass,data/model1_body_shape\images\00424.png
105.9,84.6,110.4,167.9,Hourglass,data/model1_body_shape\images\00392.png
102.2,83.6,86.2,158.5,InvertedTriangle,data/model1_body_shape\images\04726.png
99.9,83.7,94.9,165.2,Rectangle,data/model1_body_shape\images\03693.png
97.8,58.1,92.2,167.8,Hourglass,data/model1_body_shape\images\00104.png
105.3,94.4,107.6,170.6,Rectangle,data/model1_body_shape\images\03994.png
89.6,69.4,77.7,162.6,InvertedTriangle,data/model1_body_shape\images\04412.png
94.9,70.1,108.3,157.1,Pear,data/model1_body_shape\images\01948.png
98.4,86.5,109.0,166.1,Pear,data/model1_body_shape\images\01459.png
104.6,93.1,105.1,164.8,Rectangle,data/model1_body_shape\images\03257.png
108.1,113.4,110.9,153.3,Apple,data/model1_body_shape\images\02803.png
87.7,82.1,89.9,167.8,Apple,data/model1_body_shape\images\02706.png
108.5,66.8,94.1,160.1,InvertedTriangle,data/model1_body_shape\images\04789.png
85.6,62.1,96.5,158.6,Pear,data/model1_body_shape\images\01587.png
100.1,91.1,100.6,165.6,Rectangle,data/model1_body_shape\images\03659.png
81.4,74.3,97.5,156.7,Pear,data/model1_body_shape\images\01731.png
110.5,81.7,96.8,171.4,InvertedTriangle,data/model1_body_shape\images\04764.png
88.9,80.9,79.4,172.7,InvertedTriangle,data/model1_body_shape\images\04224.png
86.0,77.0,90.8,170.0,Rectangle,data/model1_body_shape\images\03681.png
87.2,74.2,98.0,163.0,Pear,data/model1_body_shape\images\01791.png
110.9,112.5,115.7,169.7,Apple,data/model1_body_shape\images\02355.png
95.9,72.1,110.2,161.7,Pear,data/model1_body_shape\images\01940.png
87.3,63.0,86.7,168.8,Hourglass,data/model1_body_shape\images\00702.png
90.8,87.0,92.5,164.2,Apple,data/model1_body_shape\images\02442.png
111.0,88.4,94.9,157.8,InvertedTriangle,data/model1_body_shape\images\04375.png
88.8,67.2,86.9,163.5,Hourglass,data/model1_body_shape\images\00496.png
94.7,63.7,98.7,168.0,Hourglass,data/model1_body_shape\images\00464.png
106.3,70.7,93.0,162.4,InvertedTriangle,data/model1_body_shape\images\04071.png
107.4,101.7,96.2,155.5,InvertedTriangle,data/model1_body_shape\images\04333.png
87.6,66.7,85.5,158.3,Hourglass,data/model1_body_shape\images\00172.png
98.4,89.0,87.2,174.4,InvertedTriangle,data/model1_body_shape\images\04943.png
95.4,76.7,84.2,155.4,InvertedTriangle,data/model1_body_shape\images\04796.png
95.3,90.9,94.2,162.5,Apple,data/model1_body_shape\images\02540.png
85.4,75.0,83.0,157.2,Rectangle,data/model1_body_shape\images\03262.png
106.9,86.1,93.4,153.5,InvertedTriangle,data/model1_body_shape\images\04680.png
91.2,93.0,90.6,161.2,Apple,data/model1_body_shape\images\02260.png
99.0,101.3,104.5,168.5,Apple,data/model1_body_shape\images\02112.png
105.2,70.1,106.3,156.8,Hourglass,data/model1_body_shape\images\00900.png
91.8,81.1,102.3,174.7,Pear,data/model1_body_shape\images\01446.png
83.4,72.2,79.8,162.1,Rectangle,data/model1_body_shape\images\03573.png
96.6,75.0,100.1,168.3,Hourglass,data/model1_body_shape\images\00741.png
106.5,107.6,112.0,166.8,Apple,data/model1_body_shape\images\02293.png
95.0,97.4,91.7,145.7,Apple,data/model1_body_shape\images\02452.png
110.3,109.3,111.1,156.7,Apple,data/model1_body_shape\images\02622.png
110.1,80.6,96.7,158.3,InvertedTriangle,data/model1_body_shape\images\04078.png
86.3,81.7,99.8,160.7,Pear,data/model1_body_shape\images\01206.png
85.5,65.5,83.6,161.3,Hourglass,data/model1_body_shape\images\00509.png
99.5,97.5,103.2,161.8,Apple,data/model1_body_shape\images\02620.png
95.4,94.0,91.4,180.3,Apple,data/model1_body_shape\images\02802.png
81.5,71.3,77.4,168.5,Rectangle,data/model1_body_shape\images\03313.png
76.9,64.2,93.0,169.1,Pear,data/model1_body_shape\images\01549.png
110.8,98.6,99.1,151.3,InvertedTriangle,data/model1_body_shape\images\04563.png
106.1,101.8,100.4,162.3,Apple,data/model1_body_shape\images\02202.png
86.5,88.6,91.9,152.5,Apple,data/model1_body_shape\images\02566.png
87.8,78.6,84.9,172.0,Rectangle,data/model1_body_shape\images\03892.png
87.5,97.0,93.0,155.2,Apple,data/model1_body_shape\images\02044.png
91.4,60.1,88.5,167.2,Hourglass,data/model1_body_shape\images\00767.png
89.2,83.9,73.9,177.1,InvertedTriangle,data/model1_body_shape\images\04872.png
105.4,90.3,105.9,161.9,Rectangle,data/model1_body_shape\images\03738.png
98.3,62.2,98.5,164.7,Hourglass,data/model1_body_shape\images\00421.png
92.4,63.9,93.9,163.6,Hourglass,data/model1_body_shape\images\00123.png
91.5,85.1,78.0,159.5,InvertedTriangle,data/model1_body_shape\images\04162.png
97.1,98.2,100.8,150.0,Apple,data/model1_body_shape\images\02628.png
83.1,58.0,77.9,172.6,Hourglass,data/model1_body_shape\images\00819.png
90.1,71.4,104.5,166.7,Pear,data/model1_body_shape\images\01403.png
85.6,81.0,96.4,164.3,Pear,data/model1_body_shape\images\01382.png
98.8,96.6,99.5,160.1,Apple,data/model1_body_shape\images\02148.png
90.7,82.6,105.9,158.8,Pear,data/model1_body_shape\images\01575.png
78.2,65.1,95.0,166.3,Pear,data/model1_body_shape\images\01638.png
87.6,73.4,102.2,157.2,Pear,data/model1_body_shape\images\01795.png
104.9,68.2,92.1,170.2,InvertedTriangle,data/model1_body_shape\images\04815.png
105.1,69.3,102.3,150.9,Hourglass,data/model1_body_shape\images\00399.png
107.9,109.2,113.1,160.2,Apple,data/model1_body_shape\images\02310.png
104.2,72.5,105.7,170.0,Hourglass,data/model1_body_shape\images\00882.png
100.1,73.4,84.3,145.8,InvertedTriangle,data/model1_body_shape\images\04973.png
98.3,93.7,101.7,150.4,Apple,data/model1_body_shape\images\02897.png
83.1,68.7,99.6,157.4,Pear,data/model1_body_shape\images\01352.png
92.6,89.0,88.2,153.3,Apple,data/model1_body_shape\images\02742.png
94.2,72.7,81.0,166.6,InvertedTriangle,data/model1_body_shape\images\04550.png
95.4,92.7,91.1,156.5,Apple,data/model1_body_shape\images\02130.png
91.5,59.7,89.3,154.8,Hourglass,data/model1_body_shape\images\00982.png
82.0,62.0,81.2,149.0,Hourglass,data/model1_body_shape\images\00456.png
93.7,67.8,83.6,162.0,InvertedTriangle,data/model1_body_shape\images\04119.png
104.7,64.8,115.3,160.1,Pear,data/model1_body_shape\images\01079.png
99.8,66.6,109.2,153.0,Pear,data/model1_body_shape\images\01950.png
91.6,81.7,82.2,165.9,InvertedTriangle,data/model1_body_shape\images\04314.png
88.2,58.9,83.9,154.4,Hourglass,data/model1_body_shape\images\00689.png
92.2,84.6,87.6,160.3,Apple,data/model1_body_shape\images\02429.png
92.7,60.4,90.7,170.0,Hourglass,data/model1_body_shape\images\00641.png
101.9,102.6,99.4,159.7,Apple,data/model1_body_shape\images\02392.png
97.1,83.4,107.2,165.5,Pear,data/model1_body_shape\images\01953.png
94.5,95.8,100.0,159.2,Apple,data/model1_body_shape\images\02748.png
109.6,102.8,96.2,156.8,InvertedTriangle,data/model1_body_shape\images\04313.png
93.2,81.0,88.6,165.2,Rectangle,data/model1_body_shape\images\03435.png
83.1,70.3,86.4,163.0,Rectangle,data/model1_body_shape\images\03336.png
105.8,92.5,93.4,165.2,InvertedTriangle,data/model1_body_shape\images\04766.png
101.6,92.4,100.5,171.1,Rectangle,data/model1_body_shape\images\03370.png
105.2,91.0,116.9,158.7,Pear,data/model1_body_shape\images\01884.png
83.9,59.0,78.1,166.3,Hourglass,data/model1_body_shape\images\00389.png
103.9,106.0,102.9,156.1,Apple,data/model1_body_shape\images\02494.png
93.6,83.7,89.2,162.3,Rectangle,data/model1_body_shape\images\03878.png
94.1,82.4,97.7,166.7,Rectangle,data/model1_body_shape\images\03856.png
84.4,59.1,86.3,160.0,Hourglass,data/model1_body_shape\images\00845.png
85.4,59.6,85.7,164.2,Hourglass,data/model1_body_shape\images\00542.png
90.0,68.7,94.8,163.9,Hourglass,data/model1_body_shape\images\00091.png
84.3,71.1,88.0,146.5,Rectangle,data/model1_body_shape\images\03889.png
86.1,82.5,103.2,151.2,Pear,data/model1_body_shape\images\01979.png
110.9,107.8,109.8,172.8,Apple,data/model1_body_shape\images\02812.png
99.4,86.8,89.6,168.0,InvertedTriangle,data/model1_body_shape\images\04082.png
91.2,86.9,88.4,155.8,Apple,data/model1_body_shape\images\02902.png
93.9,85.9,93.6,160.1,Apple,data/model1_body_shape\images\02529.png
104.1,71.7,116.8,167.5,Pear,data/model1_body_shape\images\01676.png
102.0,68.7,116.4,164.4,Pear,data/model1_body_shape\images\01048.png
103.5,99.7,118.5,153.9,Pear,data/model1_body_shape\images\01960.png
88.6,90.3,90.8,160.3,Apple,data/model1_body_shape\images\02530.png
105.3,88.6,101.4,157.3,Rectangle,data/model1_body_shape\images\03992.png
103.3,72.1,106.6,175.2,Hourglass,data/model1_body_shape\images\00237.png
97.9,87.3,99.8,165.4,Rectangle,data/model1_body_shape\images\03097.png
93.5,77.4,92.0,175.0,Rectangle,data/model1_body_shape\images\03488.png
79.1,70.7,93.0,165.8,Pear,data/model1_body_shape\images\01133.png
88.1,76.7,103.0,152.7,Pear,data/model1_body_shape\images\01805.png
88.1,80.3,71.5,176.1,InvertedTriangle,data/model1_body_shape\images\04317.png
102.5,72.2,100.1,159.8,Hourglass,data/model1_body_shape\images\00163.png
92.9,80.4,93.7,163.3,Rectangle,data/model1_body_shape\images\03492.png
98.7,67.5,88.4,148.5,InvertedTriangle,data/model1_body_shape\images\04709.png
109.2,98.1,94.7,171.4,InvertedTriangle,data/model1_body_shape\images\04630.png
80.4,68.7,84.8,157.9,Rectangle,data/model1_body_shape\images\03453.png
102.5,97.4,107.6,167.4,Rectangle,data/model1_body_shape\images\03199.png
97.0,83.8,99.6,156.4,Rectangle,data/model1_body_shape\images\03634.png
103.4,97.4,109.3,165.7,Rectangle,data/model1_body_shape\images\03939.png
89.8,84.7,104.8,165.6,Pear,data/model1_body_shape\images\01811.png
95.3,79.9,89.5,158.5,Rectangle,data/model1_body_shape\images\03649.png
107.3,72.7,92.4,179.8,InvertedTriangle,data/model1_body_shape\images\04049.png
97.5,64.9,113.3,179.7,Pear,data/model1_body_shape\images\01428.png
